name annotation description region distance subregion insideDistance exonnumber nexons UTR strand geneL codingL Geneid subjectHits CpG pval p.adjusted
KLHL4 "NM_019117 NM_057162 NP_061990 NP_476503 XR_938403" downstream downstream 383134 NA NA NA 11 NA + 152335 NA 56062 46603 cg19918859 8.272914440709163e-4 0.9999910461654503
MIR663AHG NR_040095 "inside intron" inside 1225 "inside intron" 1114 1 5 "inside transcription region" - 22214 NA 284801 26719 cg01408508 8.296321916546967e-4 0.9999910461654503
NBPF9 "NM_001037675 NM_001277444 NP_001032764 NP_001264373" "inside intron" inside 54750 "inside intron" 1899 7 7 "inside transcription region" + 58518 NA 400818 33951 cg02973441 8.310880678665102e-4 0.9999910461654503
GPR55 "NM_005683 NP_005674 XM_005246952 XM_011512175 XM_011512176 XP_005247009 XP_011510477 XP_011510478" "inside intron" inside 26622 "inside intron" -23252 2 2 "5' UTR" - 51354 NA 9290 70457 cg24915915 8.342733448445181e-4 0.9999910461654503
APP "NM_000484 NM_001136016 NM_001136129 NM_001136130 NM_001136131 NM_001204301 NM_001204302 NM_001204303 NM_201413 NM_201414 NP_000475 NP_001129488 NP_001129601 NP_001129602 NP_001129603 NP_001191230 NP_001191231 NP_001191232 NP_958816 NP_958817 XM_024452075 XP_024307843" "inside intron" inside 99798 "inside intron" -17670 4 7 "inside transcription region" - 161218 NA 351 31162 cg09614808 8.345170423343283e-4 0.9999910461654503
SOX21 "NM_007084 NP_009015" downstream downstream 5460 NA NA NA 1 NA - 2510 NA 11166 7174 cg07483244 8.358631650672383e-4 0.9999910461654503
SF3B5 "NM_031287 NP_112577" promoter promoter 236 NA NA NA 1 NA - 736 NA 83443 64013 cg13324205 8.377242633987414e-4 0.9999910461654503
IGBP1P1 NR_002937 upstream upstream 5247 NA NA NA 1 NA + 574 NA 280655 25859 cg12010754 8.409725253679821e-4 0.9999910461654503
RAC3 "NM_001316307 NM_005052 NP_001303236 NP_005043" "inside exon" inside 2339 "inside exon" 0 6 6 3'UTR + 2548 NA 5881 50075 cg16252995 8.413700086419542e-4 0.9999910461654503
CWC27 "NM_001297644 NM_001297645 NM_001318000 NM_001364478 NM_005869 NP_001284573 NP_001284574 NP_001304929 NP_001351407 NP_005860 XM_011543095 XM_011543096 XP_011541397 XP_011541398" "inside intron" inside 131841 "inside intron" -15222 11 13 "inside transcription region" + 249835 NA 10283 4290 cg01249219 8.432736499628103e-4 0.9999910461654503
SPATA31C2 "NM_001166137 NM_001350978 NP_001159609 NP_001337907" downstream downstream 7086 NA NA NA 4 NA - 5680 NA 645961 53178 cg04357469 8.550897211981963e-4 0.9999910461654503
DHRS11 "NM_024308 NP_077284 XM_005257658 XM_011525233 XP_005257715 XP_011523535" "inside exon" inside 8516 "inside exon" 0 7 7 3'UTR + 9007 NA 79154 60046 cg13261938 8.566547798693666e-4 0.9999910461654503
MTRNR2L6 "NM_001190487 NP_001177416" promoter promoter 1323 NA NA NA 1 NA + 1394 NA 100463482 1721 cg09563607 8.609822759354203e-4 0.9999910461654503
MTRNR2L8 "NM_001190702 NP_001177631" promoter promoter 294 NA NA NA 1 NA - 1289 NA 100463486 1722 cg00490885 8.632568841984516e-4 0.9999910461654503
UACA "NM_001008224 NM_018003 NP_001008225 NP_060473 XM_005254529 XM_011521752 XM_011521753 XM_011521754 XM_017022394 XM_017022395 XP_005254586 XP_011520054 XP_011520055 XP_011520056 XP_016877883 XP_016877884" downstream downstream 293557 NA NA NA 16 NA - 108957 NA 55075 43810 cg06277076 8.690232745946574e-4 0.9999910461654503
AARS1 "NM_001605 NP_001596 XR_933220" "inside intron" inside 358 "inside intron" 269 1 21 "5' UTR" - 37115 NA 16 14078 cg01299282 8.694669308992737e-4 0.9999910461654503
PRRT1 "NM_001363780 NM_030651 NP_001350709 NP_085154 XM_024446560 XP_024302328" downstream downstream 12425 NA NA NA 6 NA - 4720 NA 80863 63061 cg23991057 8.70331315007471e-4 0.9999910461654503
TJP1 "NM_001301025 NM_001301026 NM_001330239 NM_001355012 NM_001355013 NM_001355014 NM_001355015 NM_003257 NM_175610 NP_001287954 NP_001287955 NP_001317168 NP_001341941 NP_001341942 NP_001341943 NP_001341944 NP_003248 NP_783297 XM_005254619 XM_005254620 XM_011521972 XM_017022521 XM_017022522 XM_017022523 XM_017022524 XM_017022525 XM_017022526 XM_017022527 XM_017022531 XP_005254676 XP_005254677 XP_011520274 XP_016878010 XP_016878011 XP_016878012 XP_016878013 XP_016878014 XP_016878015 XP_016878016 XP_016878020" "inside intron" inside 91835 "inside intron" 1765 15 27 "inside transcription region" - 122349 NA 7082 56670 cg15810754 8.769402020687959e-4 0.9999910461654503
XRN1 "NM_001042604 NM_001282857 NM_001282859 NM_019001 NP_001269786 NP_001269788 NP_061874 XM_006713673 XM_011512919 XM_011512920 XM_011512922 XM_017006640 XM_017006641 XM_017006642 XP_006713736 XP_011511221 XP_011511222 XP_011511224 XP_016862129 XP_016862130 XP_016862131 XR_001740178" "inside intron" inside 8137 "inside intron" -6975 2 9 "5' UTR" - 30169 NA 54464 42187 cg22072462 8.776610935858238e-4 0.9999910461654503
CLDN11 "NM_001185056 NM_005602 NP_001171985 NP_005593" "inside intron" inside 18903 "inside intron" -14440 2 4 "inside transcription region" + 441516 NA 5010 38308 cg17908719 8.784494431257234e-4 0.9999910461654503
MTMR12 "NM_001040446 NM_001294343 NM_001294344 NM_019061 NP_001035536 NP_001281272 NP_001281273" "inside intron" inside 26844 "inside intron" -9416 2 14 "inside transcription region" - 86003 NA 54545 42433 cg10510779 8.785509226723785e-4 0.9999910461654503
DDX3X "NM_001193416 NM_001193417 NM_001356 NM_001363819 NM_024005 NP_001180345 NP_001180346 NP_001347 NP_001350748 NR_126093 NR_126094 XM_011543892 XM_017029313 XP_011542194 XP_016884802" upstream upstream 32597 NA NA NA 19 NA + 31074 NA 1654 14714 cg26235954 8.796104368250407e-4 0.9999910461654503
SHD "NM_001372011 NM_020209 NP_001358940 NP_064594" promoter promoter 1815 NA NA NA 6 NA + 12122 10569 56961 47537 cg01308806 8.809574731865647e-4 0.9999910461654503
GSE1 "NM_001134473 NM_001278184 NM_014615 NP_001127945 NP_001265113 NP_055430 XM_005255859 XM_005255860 XM_005255861 XM_005255863 XM_005255864 XM_005255865 XM_011522965 XM_011522966 XM_017023083 XM_017023084 XP_005255916 XP_005255917 XP_005255918 XP_005255920 XP_005255921 XP_005255922 XP_011521267 XP_011521268 XP_016878572 XP_016878573 XR_001751876 XR_001751877" upstream upstream 126232 NA NA NA 15 NA + 64783 23901 23199 20022 cg16739544 8.81476681214557e-4 0.9999910461654503
PITX2 "NM_000325 NM_001204397 NM_001204398 NM_001204399 NM_153426 NM_153427 NP_000316 NP_001191326 NP_001191327 NP_001191328 NP_700475 NP_700476 XM_024454090 XP_024309858" upstream upstream 303637 NA NA NA 4 NA - 24699 14873 5308 41294 cg11141692 8.822703077190435e-4 0.9999910461654503
UGGT1 "NM_001025777 NM_020120 NP_064505 NR_027671 XM_006712634 XM_006712635 XM_006712636 XM_017004507 XM_017004508 XM_017004509 XM_017004510 XP_006712697 XP_006712698 XP_006712699 XP_016859996 XP_016859997 XP_016859998 XP_016859999 XR_922969" "inside intron" inside 95178 "inside intron" 291 39 41 "inside transcription region" + 104467 92299 56886 47276 cg18172802 8.853456561625578e-4 0.9999910461654503
SVIL "NM_001323599 NM_001323600 NM_003174 NM_021738 NP_001310528 NP_001310529 NP_003165 NP_068506 XM_005252570 XM_005252571 XM_005252573 XM_011519634 XM_011519635 XM_024448138 XM_024448139 XM_024448140 XM_024448141 XM_024448142 XM_024448143 XM_024448144 XM_024448145 XM_024448146 XM_024448147 XM_024448148 XM_024448149 XP_005252627 XP_005252628 XP_005252630 XP_011517936 XP_011517937 XP_024303906 XP_024303907 XP_024303908 XP_024303909 XP_024303910 XP_024303911 XP_024303912 XP_024303913 XP_024303914 XP_024303915 XP_024303916 XP_024303917" "inside intron" inside 151100 "inside intron" -16517 4 10 "5' UTR" - 204406 22527 6840 55652 cg10261325 8.854279679772263e-4 0.9999910461654503
KRT36 "NM_003771 NP_003762" upstream upstream 2789 NA NA NA 7 NA - 3728 3488 8689 67523 cg13810536 8.854836256373972e-4 0.9999910461654503
CDRT15L2 "NM_001190790 NP_001177719" downstream downstream 10466 NA NA NA 2 NA + 1187 985 256223 22530 cg08574564 8.864949469117096e-4 0.9999910461654503
ROCK1 "NM_005406 NP_005397" downstream downstream 171533 NA NA NA 33 NA - 162109 159526 6093 51026 cg18724072 8.897586671898105e-4 0.9999910461654503
SMAP1 "NM_001044305 NM_001281439 NM_001281440 NM_021940 NP_001037770 NP_001268368 NP_001268369 NP_068759 XM_005248760 XM_011536045 XM_011536046 XM_011536047 XM_011536048 XM_017011170 XP_005248817 XP_011534347 XP_011534348 XP_011534349 XP_011534350 XP_016866659" "inside intron" inside 91288 "inside intron" -4754 3 11 "inside transcription region" + 193481 191705 60682 50990 cg13976799 8.945904136906029e-4 0.9999910461654503
DENND2A "NM_001318052 NM_001318053 NM_001362678 NM_015689 NP_001304981 NP_001304982 NP_001349607 NP_056504 NR_134477 XM_005249979 XM_011516053 XM_011516054 XM_017011989 XP_005250036 XP_011514355 XP_011514356 XP_016867478" "inside intron" inside 114204 "inside intron" 745 15 20 "inside transcription region" - 122356 83690 27147 25168 cg01499591 8.94806766728134e-4 0.9999910461654503
